filename,width,height,class,xmin,ymin,xmax,ymax
300.jpg,1920,1080,Ceramic/Porcelain Insulator,279,15,379,159
300.jpg,1920,1080,Ceramic/Porcelain Insulator,513,11,597,141
300.jpg,1920,1080,Ceramic/Porcelain Insulator,875,25,938,128
300.jpg,1920,1080,Polymer Arrester,422,116,494,239
300.jpg,1920,1080,Polymer Arrester,557,108,623,217
300.jpg,1920,1080,Polymer Arrester,938,108,989,180
505.jpg,1920,1080,Polymer Arrester,670,500,945,773
505.jpg,1920,1080,Polymer Arrester,794,455,1098,745
505.jpg,1920,1080,Polymer Arrester,991,391,1237,709
358_DJI_0179 (2).jpg,1920,1080,Compression/Crimped Splice,1173,599,1411,651
358_DJI_0179 (2).jpg,1920,1080,Jiffy Splice,1235,779,1489,820
358_DJI_0179 (2).jpg,1920,1080,Compression/Crimped Splice,650,844,867,879
358_DJI_0179 (2).jpg,1920,1080,Compression/Crimped Splice,651,888,850,928
358_DJI_0179 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1811,767,1910,921
358_DJI_0179 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1597,876,1691,1025
358_DJI_0179 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1470,935,1558,1072
217.jpg,1920,1080,Ceramic/Porcelain Insulator,823,383,925,537
217.jpg,1920,1080,Polymer Arrester,942,527,1022,620
689_DJI_0551.jpg,1920,1080,Vertical Disconnect Switch,1045,281,1291,681
689_DJI_0551.jpg,1920,1080,Vertical Disconnect Switch,933,289,1167,672
689_DJI_0551.jpg,1920,1080,Vertical Disconnect Switch,801,312,1047,663
689_DJI_0551.jpg,1920,1080,Dead-end Polymer Insulator,1221,139,1470,211
689_DJI_0551.jpg,1920,1080,Polymer Arrester,750,933,826,1056
689_DJI_0551.jpg,1920,1080,Polymer Arrester,823,928,914,1055
689_DJI_0551.jpg,1920,1080,Polymer Arrester,910,941,1007,1067
494.jpg,1920,1080,Ceramic/Porcelain Insulator,563,519,654,667
494.jpg,1920,1080,Ceramic/Porcelain Insulator,793,521,869,655
494.jpg,1920,1080,Ceramic/Porcelain Insulator,1157,543,1221,640
494.jpg,1920,1080,Polymer Arrester,670,651,754,749
494.jpg,1920,1080,Polymer Arrester,835,647,915,736
494.jpg,1920,1080,Polymer Arrester,1198,635,1267,704
301.jpg,1920,1080,Ceramic/Porcelain Insulator,281,1,391,136
301.jpg,1920,1080,Ceramic/Porcelain Insulator,523,1,601,125
301.jpg,1920,1080,Ceramic/Porcelain Insulator,878,16,943,119
301.jpg,1920,1080,Polymer Arrester,422,84,505,209
301.jpg,1920,1080,Polymer Arrester,545,80,625,201
301.jpg,1920,1080,Polymer Arrester,918,88,981,163
1183.jpg,1920,1080,Ceramic/Porcelain Insulator,861,888,1086,1008
1183.jpg,1920,1080,Dead-end Ceramic Insulator,643,604,1077,696
1183.jpg,1920,1080,Dead-end Ceramic Insulator,615,76,1073,172
1183.jpg,1920,1080,Ceramic/Porcelain Insulator,867,403,1085,531
1183.jpg,1920,1080,Ceramic/Porcelain Insulator,860,1,1095,61
1465.jpg,1920,1080,Ceramic/Porcelain Insulator,1249,329,1302,403
1465.jpg,1920,1080,Ceramic/Porcelain Insulator,1227,412,1281,481
1465.jpg,1920,1080,Ceramic/Porcelain Insulator,1210,483,1265,549
1465.jpg,1920,1080,Polymer Arrester,1295,307,1361,369
1465.jpg,1920,1080,Polymer Arrester,1263,447,1301,505
589.jpg,1920,1080,Dead-end Ceramic Insulator,331,411,1181,1080
1363.jpg,1920,1080,Ceramic/Porcelain Insulator,595,607,1081,927
1363.jpg,1920,1080,Ceramic/Porcelain Insulator,1126,715,1562,991
1363.jpg,1920,1080,Ceramic/Porcelain Insulator,1259,20,1707,291
410_DJI_0205 (2).jpg,1920,1080,Jiffy Splice,290,332,1634,699
962.jpg,1920,1080,Ceramic/Porcelain Insulator,826,75,1343,949
962.jpg,1920,1080,Jiffy Splice,1010,892,1178,1080
1300.jpg,1920,1080,Ceramic/Porcelain Insulator,769,81,815,125
1300.jpg,1920,1080,Ceramic/Porcelain Insulator,774,168,819,207
1300.jpg,1920,1080,Ceramic/Porcelain Insulator,781,243,823,288
415.jpg,1920,1080,Polymer Arrester,381,320,609,541
415.jpg,1920,1080,Polymer Arrester,647,335,822,577
415.jpg,1920,1080,Polymer Arrester,942,364,1085,600
415.jpg,1920,1080,Polymer Arrester,1191,243,1302,416
77.jpg,1920,1080,Ceramic/Porcelain Insulator,910,407,1011,572
77.jpg,1920,1080,Ceramic/Porcelain Insulator,845,537,903,624
77.jpg,1920,1080,Polymer Arrester,791,551,838,649
388.jpg,1920,1080,Ceramic/Porcelain Insulator,610,121,726,289
388.jpg,1920,1080,Ceramic/Porcelain Insulator,1248,761,1353,880
388.jpg,1920,1080,Ceramic/Porcelain Insulator,438,975,606,1080
388.jpg,1920,1080,Ceramic/Porcelain Insulator,1247,972,1362,1080
412.jpg,1920,1080,Ceramic/Porcelain Insulator,786,49,878,203
412.jpg,1920,1080,Ceramic/Porcelain Insulator,921,128,1018,296
412.jpg,1920,1080,Ceramic/Porcelain Insulator,1530,488,1705,747
412.jpg,1920,1080,Dead-end Ceramic Insulator,1637,487,1920,711
412.jpg,1920,1080,Dead-end Ceramic Insulator,1117,252,1485,396
412.jpg,1920,1080,Dead-end Ceramic Insulator,478,223,739,339
412.jpg,1920,1080,Dead-end Ceramic Insulator,551,412,982,608
412.jpg,1920,1080,Dead-end Ceramic Insulator,969,775,1406,1047
412.jpg,1920,1080,Line Tension Switch,150,504,533,743
412.jpg,1920,1080,Line Tension Switch,181,272,469,444
286.jpg,1920,1080,Under-mounted Switches,823,119,1153,348
286.jpg,1920,1080,Polymer Arrester,805,503,873,569
286.jpg,1920,1080,Polymer Arrester,869,533,921,593
286.jpg,1920,1080,Polymer Arrester,951,551,1005,620
454_DJI_0227 (2).jpg,1920,1080,Compression/Crimped Splice,991,323,1231,408
454_DJI_0227 (2).jpg,1920,1080,Compression/Crimped Splice,986,485,1207,553
454_DJI_0227 (2).jpg,1920,1080,Compression/Crimped Splice,445,659,669,719
454_DJI_0227 (2).jpg,1920,1080,Compression/Crimped Splice,226,736,439,797
454_DJI_0227 (2).jpg,1920,1080,Polymer Insulator,1446,543,1525,781
454_DJI_0227 (2).jpg,1920,1080,Polymer Insulator,1239,615,1322,823
454_DJI_0227 (2).jpg,1920,1080,Polymer Insulator,1873,401,1920,606
454_DJI_0227 (2).jpg,1920,1080,Dead-end Polymer Insulator,1022,797,1275,892
454_DJI_0227 (2).jpg,1920,1080,Dead-end Polymer Insulator,1282,745,1489,819
454_DJI_0227 (2).jpg,1920,1080,Dead-end Polymer Insulator,1529,807,1703,921
454_DJI_0227 (2).jpg,1920,1080,Dead-end Polymer Insulator,1337,863,1523,969
454_DJI_0227 (2).jpg,1920,1080,Line Tension Switch,1509,895,1657,1080
1477.jpg,1920,1080,Ceramic/Porcelain Insulator,518,711,905,936
1477.jpg,1920,1080,Ceramic/Porcelain Insulator,498,1,911,148
1477.jpg,1920,1080,Polymer Arrester,1087,175,1337,567
141.jpg,1920,1080,Ceramic/Porcelain Insulator,1007,144,1065,227
141.jpg,1920,1080,Ceramic/Porcelain Insulator,1018,423,1087,515
141.jpg,1920,1080,Ceramic/Porcelain Insulator,1029,573,1095,671
141.jpg,1920,1080,Ceramic/Porcelain Arrester,971,535,1023,627
1395.jpg,1920,1080,Ceramic/Porcelain Insulator,775,59,1410,455
692_DJI_0554.jpg,1920,1080,Vertical Disconnect Switch,418,345,742,773
692_DJI_0554.jpg,1920,1080,Polymer Arrester,453,980,551,1080
692_DJI_0554.jpg,1920,1080,Polymer Arrester,578,920,705,1059
692_DJI_0554.jpg,1920,1080,Polymer Arrester,882,399,974,579
692_DJI_0554.jpg,1920,1080,Polymer Arrester,1177,337,1251,491
692_DJI_0554.jpg,1920,1080,Dead-end Polymer Insulator,617,148,914,321
445.jpg,1920,1080,Dead-end Polymer Insulator,129,204,873,987
445.jpg,1920,1080,Polymer Arrester,833,364,1177,957
445.jpg,1920,1080,Under-mounted Switch,1171,461,1819,1080
397.jpg,1920,1080,Polymer Arrester,795,101,1563,696
397.jpg,1920,1080,Polymer Arrester,1181,613,1888,1080
388_DJI_0194 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,750,345,941,688
388_DJI_0194 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,882,433,998,691
388_DJI_0194 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,953,456,1033,691
388_DJI_0194 (2).jpg,1920,1080,Jiffy Splice,1493,283,1920,378
759_DJI_0621.jpg,1920,1080,Vertical Disconnect Switch,922,213,1920,909
759_DJI_0621.jpg,1920,1080,Dead-end Polymer Insulator,1,1,878,211
759_DJI_0621.jpg,1920,1080,Polymer Arrester,570,273,1017,625
1157.jpg,1920,1080,Ceramic/Porcelain Insulator,919,313,967,351
360_DJI_0180 (2).jpg,1920,1080,Compression/Crimped Splice,1174,447,1413,501
360_DJI_0180 (2).jpg,1920,1080,Compression/Crimped Splice,653,712,865,749
360_DJI_0180 (2).jpg,1920,1080,Compression/Crimped Splice,658,767,851,809
360_DJI_0180 (2).jpg,1920,1080,Jiffy Splice,1231,640,1481,681
360_DJI_0180 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1466,829,1551,963
360_DJI_0180 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1591,759,1681,904
360_DJI_0180 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1799,636,1898,796
340_DJI_0170 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,86,400,237,657
340_DJI_0170 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1041,368,1158,584
340_DJI_0170 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1351,359,1461,561
340_DJI_0170 (2).jpg,1920,1080,Polymer Arrester,343,651,453,819
340_DJI_0170 (2).jpg,1920,1080,Polymer Arrester,1230,548,1333,707
340_DJI_0170 (2).jpg,1920,1080,Polymer Arrester,1406,553,1499,692
1106.jpg,1920,1080,Ceramic/Porcelain Insulator,845,151,1427,448
1106.jpg,1920,1080,Dead-end Polymer Insulator,203,539,1413,847
1106.jpg,1920,1080,Polymer Arrester,1413,384,1598,933
123.jpg,1920,1080,Ceramic/Porcelain Insulator,503,145,925,856
123.jpg,1920,1080,Polymer Arrester,926,477,1191,929
133.jpg,1920,1080,Ceramic/Porcelain Insulator,435,68,614,380
133.jpg,1920,1080,Ceramic/Porcelain Insulator,1106,548,1247,763
133.jpg,1920,1080,Polymer Arrester,734,351,897,575
133.jpg,1920,1080,Polymer Arrester,1297,688,1383,864
133.jpg,1920,1080,Polymer Arrester,1223,643,1315,823
754_DJI_0616.jpg,1920,1080,Polymer Arrester,1075,384,1253,669
126.jpg,1920,1080,Ceramic/Porcelain Insulator,445,104,575,299
126.jpg,1920,1080,Ceramic/Porcelain Insulator,587,205,709,407
126.jpg,1920,1080,Ceramic/Porcelain Insulator,1025,552,1198,824
126.jpg,1920,1080,Polymer Arrester,1198,670,1314,866
126.jpg,1920,1080,Polymer Arrester,720,303,816,436
126.jpg,1920,1080,Polymer Arrester,676,267,747,361
183.jpg,1920,1080,Polymer Arrester,561,139,791,417
183.jpg,1920,1080,Ceramic/Porcelain Insulator,922,1,1159,167
1373.jpg,1920,1080,Ceramic/Porcelain Insulator,905,1,1054,68
1373.jpg,1920,1080,Ceramic/Porcelain Insulator,1094,141,1233,223
1373.jpg,1920,1080,Ceramic/Porcelain Insulator,893,308,1045,401
1373.jpg,1920,1080,Ceramic/Porcelain Insulator,1062,336,1191,416
1373.jpg,1920,1080,Ceramic/Porcelain Insulator,1093,453,1229,540
1373.jpg,1920,1080,Ceramic/Porcelain Insulator,915,631,1062,723
1373.jpg,1920,1080,Ceramic/Porcelain Insulator,1250,863,1339,1003
1373.jpg,1920,1080,Ceramic/Porcelain Insulator,974,807,1063,937
1373.jpg,1920,1080,Ceramic/Porcelain Insulator,1149,941,1297,996
24.jpg,1920,1080,Ceramic/Porcelain Insulator,769,1,1070,212
24.jpg,1920,1080,Ceramic/Porcelain Insulator,739,660,1054,871
244.jpg,1920,1080,Ceramic/Porcelain Insulator,975,267,1323,901
244.jpg,1920,1080,Dead-end Ceramic Insulator,1251,612,1533,849
244.jpg,1920,1080,Dead-end Ceramic Insulator,868,899,1163,1080
244.jpg,1920,1080,Polymer Arrester,1162,881,1405,1080
174.jpg,1920,1080,Dead-end Ceramic Insulator,772,472,1882,1080
174.jpg,1920,1080,Polymer Arrester,1810,688,1920,1075
1504_DJI_0630 (2).jpg,1920,1080,Dead-end Ceramic Insulator,1554,123,1920,274
1504_DJI_0630 (2).jpg,1920,1080,Ceramic/Porcelain Arrester,1238,267,1386,656
480.jpg,1920,1080,Polymer Arrester,258,185,1027,907
480.jpg,1920,1080,Polymer Arrester,1541,323,1917,1080
340.jpg,1920,1080,Ceramic/Porcelain Insulator,841,112,879,185
340.jpg,1920,1080,Ceramic/Porcelain Insulator,938,231,993,323
340.jpg,1920,1080,Ceramic/Porcelain Insulator,991,295,1054,384
340.jpg,1920,1080,Polymer Arrester,1055,347,1098,400
340.jpg,1920,1080,Polymer Arrester,897,167,935,215
161.jpg,1920,1080,Mushroom Insulator,630,180,861,461
161.jpg,1920,1080,Mushroom Insulator,918,139,1162,400
161.jpg,1920,1080,Dead-end Ceramic Insulator,1,424,701,658
161.jpg,1920,1080,Dead-end Ceramic Insulator,1,608,485,863
161.jpg,1920,1080,Dead-end Ceramic Insulator,1,875,478,1078
1441.jpg,1920,1080,Ceramic/Porcelain Insulator,1114,72,1161,115
1441.jpg,1920,1080,Ceramic/Porcelain Insulator,1105,161,1162,200
1441.jpg,1920,1080,Ceramic/Porcelain Insulator,1099,251,1146,281
1436_DJI_0586 (2).jpg,1920,1080,Line Tension Switch,206,113,831,440
1436_DJI_0586 (2).jpg,1920,1080,Line Tension Switch,1155,17,1773,276
1436_DJI_0586 (2).jpg,1920,1080,Dead-end Polymer Insulator,1,199,269,408
1436_DJI_0586 (2).jpg,1920,1080,Dead-end Polymer Insulator,739,95,1153,305
1436_DJI_0586 (2).jpg,1920,1080,Dead-end Polymer Insulator,1239,124,1846,323
1436_DJI_0586 (2).jpg,1920,1080,Dead-end Polymer Insulator,1209,237,1686,363
1436_DJI_0586 (2).jpg,1920,1080,Polymer Insulator,399,320,1182,899
1436_DJI_0586 (2).jpg,1920,1080,Polymer Insulator,966,233,1214,909
1082.jpg,1920,1080,Ceramic/Porcelain Insulator,831,123,1755,611
1082.jpg,1920,1080,Dead-end Polymer Insulator,1,740,1721,1079
468.jpg,1920,1080,Ceramic/Porcelain Insulator,1501,272,1607,447
468.jpg,1920,1080,Ceramic/Porcelain Insulator,1239,360,1333,503
468.jpg,1920,1080,Ceramic/Porcelain Insulator,818,504,897,612
468.jpg,1920,1080,Polymer Arrester,778,592,862,680
468.jpg,1920,1080,Polymer Arrester,1222,468,1313,575
468.jpg,1920,1080,Polymer Arrester,1391,411,1494,539
31.jpg,1920,1080,Ceramic/Porcelain Insulator,513,416,951,709
31.jpg,1920,1080,Ceramic/Porcelain Insulator,499,129,977,335
31.jpg,1920,1080,Ceramic/Porcelain Insulator,486,1,991,129
503.jpg,1920,1080,Polymer Arrester,637,391,1225,1001
503.jpg,1920,1080,Polymer Arrester,895,281,1533,887
503.jpg,1920,1080,Polymer Arrester,1334,159,1899,825
218.jpg,1920,1080,Ceramic/Porcelain Insulator,713,449,793,561
218.jpg,1920,1080,Ceramic/Porcelain Insulator,835,299,914,427
218.jpg,1920,1080,Ceramic/Porcelain Insulator,1074,49,1135,156
218.jpg,1920,1080,Polymer Arrester,878,448,959,515
625.jpg,1920,1080,Polymer Insulator,923,203,982,313
625.jpg,1920,1080,Polymer Insulator,930,411,1058,476
625.jpg,1920,1080,Dead-end Polymer Insulator,751,679,822,747
625.jpg,1920,1080,Dead-end Polymer Insulator,1009,704,1077,785
1242.jpg,1920,1080,Ceramic/Porcelain Insulator,811,200,863,241
1242.jpg,1920,1080,Ceramic/Porcelain Insulator,822,325,871,371
1242.jpg,1920,1080,Ceramic/Porcelain Insulator,825,443,873,497
1242.jpg,1920,1080,Polymer Arrester,769,225,813,287
1242.jpg,1920,1080,Polymer Arrester,777,415,817,473
1242.jpg,1920,1080,Polymer Arrester,951,463,981,516
437.jpg,1920,1080,Under-mounted Switch,705,533,786,637
437.jpg,1920,1080,Under-mounted Switch,837,537,901,647
437.jpg,1920,1080,Under-mounted Switch,1206,536,1290,653
437.jpg,1920,1080,Dead-end Polymer Insulator,578,507,659,624
437.jpg,1920,1080,Dead-end Polymer Insulator,966,516,1026,643
437.jpg,1920,1080,Dead-end Polymer Insulator,1322,529,1427,653
437.jpg,1920,1080,Polymer Arrester,637,532,687,595
437.jpg,1920,1080,Polymer Arrester,897,537,943,596
437.jpg,1920,1080,Polymer Arrester,1287,547,1341,620
493.jpg,1920,1080,Ceramic/Porcelain Insulator,182,227,371,537
493.jpg,1920,1080,Ceramic/Porcelain Insulator,659,227,818,537
493.jpg,1920,1080,Ceramic/Porcelain Insulator,1426,340,1570,565
493.jpg,1920,1080,Polymer Arrester,403,497,585,703
493.jpg,1920,1080,Polymer Arrester,755,515,927,709
493.jpg,1920,1080,Polymer Arrester,1530,539,1659,684
10.jpg,1920,1080,Dead-end Ceramic Insulator,1046,867,1920,1079
10.jpg,1920,1080,Dead-end Ceramic Insulator,1062,16,1920,261
1047.jpg,1920,1080,Jiffy Splice,999,264,1047,335
1047.jpg,1920,1080,Jiffy Splice,1037,867,1091,953
1047.jpg,1920,1080,Jiffy Splice,1074,1041,1118,1080
1108.jpg,1920,1080,Ceramic/Porcelain Insulator,850,155,1423,437
1108.jpg,1920,1080,Polymer Arrester,1410,377,1595,941
1108.jpg,1920,1080,Dead-end Polymer Insulator,206,567,1411,853
343.jpg,1920,1080,Ceramic/Porcelain Insulator,814,19,887,123
343.jpg,1920,1080,Ceramic/Porcelain Insulator,503,1,583,104
343.jpg,1920,1080,Ceramic/Porcelain Insulator,281,1,373,91
343.jpg,1920,1080,Polymer Arrester,238,49,325,183
104.jpg,1920,1080,Ceramic/Porcelain Arrester,726,25,797,187
130_DJI_0065 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,653,507,757,651
130_DJI_0065 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,814,463,939,640
130_DJI_0065 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1439,347,1590,567
130_DJI_0065 (2).jpg,1920,1080,Polymer Arrester,609,652,685,773
130_DJI_0065 (2).jpg,1920,1080,Polymer Arrester,714,641,794,756
130_DJI_0065 (2).jpg,1920,1080,Polymer Arrester,1267,565,1365,732
56.jpg,1920,1080,Ceramic/Porcelain Insulator,1198,88,1249,187
56.jpg,1920,1080,Ceramic/Porcelain Insulator,1042,103,1097,197
56.jpg,1920,1080,Ceramic/Porcelain Insulator,754,137,794,220
56.jpg,1920,1080,Polymer Arrester,922,345,971,444
56.jpg,1920,1080,Polymer Arrester,799,350,836,429
56.jpg,1920,1080,Polymer Arrester,775,356,812,422
733_DJI_0595.jpg,1920,1080,Dead-end Ceramic Insulator,1342,493,1675,696
733_DJI_0595.jpg,1920,1080,Dead-end Polymer Insulator,885,377,1227,513
733_DJI_0595.jpg,1920,1080,Dead-end Ceramic Insulator,746,349,1026,499
1358.jpg,1920,1080,Ceramic/Porcelain Insulator,967,129,1094,236
1358.jpg,1920,1080,Ceramic/Porcelain Insulator,974,527,1093,637
1358.jpg,1920,1080,Ceramic/Porcelain Insulator,981,893,1101,1017
1358.jpg,1920,1080,Polymer Arrester,1310,779,1435,944
1358.jpg,1920,1080,Polymer Arrester,801,835,934,989
1358.jpg,1920,1080,Polymer Arrester,1339,143,1466,328
378_DJI_0189 (2).jpg,1920,1080,Compression/Crimped Splice,237,221,1775,480
807.jpg,1920,1080,Dead-end Ceramic Insulator,507,299,1055,444
807.jpg,1920,1080,Dead-end Ceramic Insulator,954,4,1105,264
807.jpg,1920,1080,Dead-end Ceramic Insulator,1067,391,1218,869
1080.jpg,1920,1080,Ceramic/Porcelain Insulator,755,275,1677,784
1080.jpg,1920,1080,Dead-end Polymer Insulator,1,908,1667,1080
560.jpg,1920,1080,Ceramic/Porcelain Insulator,290,1,464,307
560.jpg,1920,1080,Ceramic/Porcelain Insulator,883,1,1056,272
560.jpg,1920,1080,Polymer Arrester,538,319,687,519
560.jpg,1920,1080,Polymer Arrester,845,272,983,516
560.jpg,1920,1080,Jiffy Splice,1046,548,1430,848
615.jpg,1920,1080,Ceramic/Porcelain Insulator,930,161,1141,523
440.jpg,1920,1080,Dead-end Polymer Insulator,447,521,522,637
440.jpg,1920,1080,Dead-end Polymer Insulator,1189,529,1290,644
440.jpg,1920,1080,Polymer Arrester,504,547,551,612
440.jpg,1920,1080,Polymer Arrester,761,543,810,611
440.jpg,1920,1080,Polymer Arrester,1153,545,1203,616
440.jpg,1920,1080,Under-mounted Switch,569,543,654,641
440.jpg,1920,1080,Under-mounted Switch,705,545,774,660
440.jpg,1920,1080,Under-mounted Switch,1085,543,1157,657
236_DJI_0118 (2).jpg,1920,1080,Mushroom Insulator,795,360,861,436
236_DJI_0118 (2).jpg,1920,1080,Mushroom Insulator,1134,437,1182,495
236_DJI_0118 (2).jpg,1920,1080,Mushroom Insulator,1242,459,1287,512
236_DJI_0118 (2).jpg,1920,1080,Polymer Arrester,882,413,946,488
236_DJI_0118 (2).jpg,1920,1080,Polymer Arrester,1206,489,1261,547
236_DJI_0118 (2).jpg,1920,1080,Polymer Arrester,1254,496,1305,552
177.jpg,1920,1080,Dead-end Ceramic Insulator,974,608,1354,844
177.jpg,1920,1080,Polymer Arrester,1346,696,1478,847
177.jpg,1920,1080,Polymer Arrester,1618,779,1783,980
177.jpg,1920,1080,Dead-end Ceramic Insulator,853,64,1275,253
177.jpg,1920,1080,Dead-end Ceramic Insulator,1481,28,1853,123
177.jpg,1920,1080,Dead-end Ceramic Insulator,1526,871,1920,1080
323.jpg,1920,1080,Ceramic/Porcelain Insulator,495,504,555,604
323.jpg,1920,1080,Ceramic/Porcelain Insulator,686,492,745,581
323.jpg,1920,1080,Ceramic/Porcelain Insulator,1059,472,1105,551
323.jpg,1920,1080,Polymer Arrester,563,573,615,659
323.jpg,1920,1080,Polymer Arrester,677,561,730,645
323.jpg,1920,1080,Polymer Arrester,1095,529,1134,593
1051.jpg,1920,1080,Jiffy Splice,265,553,642,647
202_DJI_0101 (2).jpg,1920,1080,Compression/Crimped Splice,395,371,1002,661
202_DJI_0101 (2).jpg,1920,1080,Mushroom Insulator,226,1,493,193
1509.jpg,1920,1080,Ceramic/Porcelain Insulator,875,259,1006,389
1509.jpg,1920,1080,Ceramic/Porcelain Insulator,910,605,1030,743
1509.jpg,1920,1080,Ceramic/Porcelain Insulator,911,893,1023,1020
1509.jpg,1920,1080,Dead-end Ceramic Insulator,745,791,889,920
1509.jpg,1920,1080,Dead-end Ceramic Insulator,955,993,1084,1080
1509.jpg,1920,1080,Polymer Arrester,719,892,789,1015
1509.jpg,1920,1080,Polymer Arrester,978,772,1051,913
1509.jpg,1920,1080,Polymer Arrester,997,217,1086,408
151.jpg,1920,1080,Compression/Crimped Splice,363,168,583,388
151.jpg,1920,1080,Compression/Crimped Splice,1023,331,1162,569
151.jpg,1920,1080,Compression/Crimped Splice,1630,563,1783,847
18_DJI_0009 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,961,463,1086,663
18_DJI_0009 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,910,453,995,584
379.jpg,1920,1080,Polymer Arrester,123,719,301,879
379.jpg,1920,1080,Ceramic/Porcelain Insulator,269,448,445,691
379.jpg,1920,1080,Compression/Crimped Splice,1229,381,1541,452
371.jpg,1920,1080,Ceramic/Porcelain Insulator,547,1,618,69
371.jpg,1920,1080,Ceramic/Porcelain Insulator,1030,9,1094,117
371.jpg,1920,1080,Ceramic/Porcelain Insulator,1173,31,1234,131
725_DJI_0587.jpg,1920,1080,Dead-end Ceramic Insulator,231,367,1199,976
725_DJI_0587.jpg,1920,1080,Dead-end Polymer Insulator,1063,656,1897,1080
350_DJI_0175 (2).jpg,1920,1080,Compression/Crimped Splice,871,155,1169,216
350_DJI_0175 (2).jpg,1920,1080,Jiffy Splice,950,389,1278,441
350_DJI_0175 (2).jpg,1920,1080,Compression/Crimped Splice,201,469,481,516
350_DJI_0175 (2).jpg,1920,1080,Compression/Crimped Splice,207,529,462,583
350_DJI_0175 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1691,375,1817,585
350_DJI_0175 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1262,601,1370,780
350_DJI_0175 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1415,525,1537,711
569.jpg,1920,1080,Polymer Arrester,695,401,1157,831
569.jpg,1920,1080,Ceramic/Porcelain Insulator,1037,1,1382,280
377.jpg,1920,1080,Ceramic/Porcelain Insulator,426,580,494,673
377.jpg,1920,1080,Ceramic/Porcelain Insulator,589,540,653,635
377.jpg,1920,1080,Ceramic/Porcelain Insulator,917,472,977,557
377.jpg,1920,1080,Ceramic/Porcelain Insulator,502,717,595,776
377.jpg,1920,1080,Ceramic/Porcelain Insulator,642,785,743,856
377.jpg,1920,1080,Ceramic/Porcelain Insulator,958,779,1021,876
